Grado;Graduado;N/E;OCTUBRE 2015 - FEBRERO 2016;JURISPRUDENCIA;5;9;5;9;;;;;;;;;;;;;5;9;;;;;;;;;;;;;;;;;;;;;14;1
Grado;Graduado;N/E;ABRIL 2016 - AGOSTO 2016;ARQUITECTURA;8;3;7;3;1;;;;;;;;;;;;8;3;;;;;;;;;;;;;;;;;;;;;11;1
Grado;Graduado;N/E;ABRIL 2016 - AGOSTO 2016;AGROPECUARIA;4;2;4;2;;;;;;;;;;;;;4;2;;;;;;;;;;;;;;;;;;;;;6;1
Grado;Graduado;N/E;ABRIL 2016 - AGOSTO 2016;CIENCIASAMBIENTALESYECODESARROLLO;4;6;4;5;;1;;;;;;;;;;;4;6;;;;;;;;;;;;;;;;;;;;;10;1
Grado;Graduado;N/E;ABRIL 2016 - AGOSTO 2016;ZOOTECNIA;2;4;2;2;;2;;;;;;;;;;;2;4;;;;;;;;;;;;;;;;;;;;;6;1
Grado;Graduado;N/E;ABRIL 2016 - AGOSTO 2016;COMUNICACIÓNSOCIAL;5;11;4;11;1;;;;;;;;;;;;5;11;;;;;;;;;;;;;;;;;;;;;16;1
Grado;Graduado;N/E;ABRIL 2016 - AGOSTO 2016;LICENCIATURAENDISEÑOYPRODUCCIÓNDEVESTUARIO;1;2;1;2;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;3;1
Grado;Graduado;N/E;ABRIL 2016 - AGOSTO 2016;DISE�OGR�FICOYCONTROLDEPROCESOS;5;4;5;4;;;;;;;;;;;;;5;4;;;;;;;;;;;;;;;;;;;;;9;1
Grado;Graduado;N/E;ABRIL 2016 - AGOSTO 2016;DISE�ODEPRODUCTOSYCONTROLDEPROCESOS;4;6;4;5;;1;;;;;;;;;;;4;6;;;;;;;;;;;;;;;;;;;;;10;1
Grado;Graduado;N/E;ABRIL 2016 - AGOSTO 2016;TURISMO;1;4;1;4;;;;;;;;;;;;;1;4;;;;;;;;;;;;;;;;;;;;;5;1
Grado;Graduado;N/E;ABRIL 2016 - AGOSTO 2016;HOTELER�A;5;6;5;5;;1;;;;;;;;;;;5;6;;;;;;;;;;;;;;;;;;;;;11;1
Grado;Graduado;N/E;ABRIL 2016 - AGOSTO 2016;GASTRONOM�A;2;2;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;4;1
Grado;Graduado;N/E;ABRIL 2016 - AGOSTO 2016;INGENIER�AENSISTEMAS;7;3;6;1;1;2;;;;;;;;;;;7;3;;;;;;;;;;;;;;;;;;;;;10;1
Grado;Graduado;N/E;ABRIL 2016 - AGOSTO 2016;ADMINISTRACI�NDEEMPRESAS;9;6;9;6;;;;;;;;;;;;;9;6;;;;;;;;;;;;;;;;;;;;;15;1
Grado;Graduado;N/E;ABRIL 2016 - AGOSTO 2016;LIC.CONTADORP�BLICOAUTORIZADO;2;2;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;4;1
